N,P,K,temperature,humidity,ph,rainfall,crop,soil,season,water,market_price
38.3,25.1,22.6,36.7,16.9,9.0,103.46365541576816,55,4,1,630.4,2490
38.6,21.1,29.2,37.3,15.9,9.0,103.46365541576816,55,4,1,719.7,1646
38.5,25.6,25.2,36.2,18.0,8.8,103.46365541576816,55,4,1,486.0,2983
38.2,24.2,25.5,27.1,19.5,8.8,103.46365541576816,55,4,1,492.7,2195
37.6,27.9,29.9,39.2,18.9,8.5,103.46365541576816,55,4,1,531.3,2509
32.1,24.9,22.1,27.5,15.4,8.7,103.46365541576816,55,4,1,480.6,3538
30.7,27.8,25.0,29.8,18.8,8.7,103.46365541576816,55,4,1,712.2,2514
30.7,27.5,28.3,37.1,17.7,8.8,103.46365541576816,55,4,1,496.9,2857
38.2,29.6,21.5,34.7,18.7,8.7,103.46365541576816,55,4,1,649.5,2900
34.4,28.4,29.0,26.2,16.8,8.9,103.46365541576816,55,4,1,546.5,3186
38.0,22.2,26.6,36.7,15.5,8.8,103.46365541576816,55,4,1,579.8,2896
37.7,24.0,23.2,38.1,18.3,8.6,103.46365541576816,55,4,1,539.6,3158
38.9,24.2,25.3,35.8,16.7,8.6,103.46365541576816,55,4,1,672.9,2802
39.5,22.1,20.1,31.5,15.1,8.6,103.46365541576816,55,4,1,742.5,3932
38.7,24.3,24.4,33.8,18.6,9.0,103.46365541576816,55,4,1,551.0,2210
30.2,24.0,21.4,27.8,19.3,8.7,103.46365541576816,55,4,1,664.9,2063
34.9,27.1,24.3,31.9,16.2,8.5,103.46365541576816,55,4,1,674.2,2544
36.2,27.1,24.4,38.2,17.5,8.6,103.46365541576816,55,4,1,725.5,2751
36.0,20.3,26.5,27.4,16.2,8.6,103.46365541576816,55,4,1,636.2,2609
35.3,29.1,27.9,35.5,19.0,9.0,103.46365541576816,55,4,1,574.3,1705
31.7,24.2,24.7,36.3,18.0,8.6,103.46365541576816,55,4,1,551.6,2652
37.4,20.9,29.8,30.9,16.8,8.6,103.46365541576816,55,4,1,609.0,3371
34.8,20.4,22.5,32.5,18.9,8.5,103.46365541576816,55,4,1,508.7,2278
31.2,25.5,22.0,38.9,18.6,8.9,103.46365541576816,55,4,1,694.3,2217
38.8,20.3,22.3,38.7,17.4,8.9,103.46365541576816,55,4,1,693.0,3613
33.9,25.1,26.5,32.4,16.0,8.9,103.46365541576816,55,4,1,498.7,3893
31.4,25.4,29.2,35.2,18.4,8.6,103.46365541576816,55,4,1,719.3,3481
35.5,28.1,27.2,29.2,17.2,8.6,103.46365541576816,55,4,1,694.1,3047
33.4,28.3,25.0,31.6,16.9,8.8,103.46365541576816,55,4,1,533.0,3283
31.2,24.5,20.4,27.7,19.7,8.6,103.46365541576816,55,4,1,665.9,3223
31.2,20.1,22.8,35.6,16.4,8.6,103.46365541576816,55,4,1,518.1,2888
32.0,26.3,23.7,35.8,15.6,8.5,103.46365541576816,55,4,1,563.5,2104
31.0,24.0,20.5,29.6,17.3,8.9,103.46365541576816,55,4,1,574.5,2271
33.3,26.5,29.8,32.1,17.3,8.8,103.46365541576816,55,4,1,513.3,3868
35.3,21.9,26.0,31.2,19.8,8.9,103.46365541576816,55,4,1,650.1,3579
38.6,26.0,26.1,26.3,16.3,8.6,103.46365541576816,55,4,1,646.6,1952
30.8,22.7,28.9,34.9,18.9,8.6,103.46365541576816,55,4,1,602.7,2495
37.3,28.2,25.4,29.4,19.2,8.5,103.46365541576816,55,4,1,718.9,2150
37.5,21.9,26.5,28.7,16.7,8.8,103.46365541576816,55,4,1,562.7,1640
37.0,29.6,28.3,38.7,19.4,8.8,103.46365541576816,55,4,1,492.1,2719
32.5,24.3,26.4,33.0,17.1,8.9,103.46365541576816,55,4,1,617.0,2699
33.9,29.0,29.2,34.6,19.1,8.8,103.46365541576816,55,4,1,727.6,3880
39.5,24.8,25.8,39.9,18.9,8.6,103.46365541576816,55,4,1,669.7,3859
33.8,25.2,24.0,27.1,17.7,8.8,103.46365541576816,55,4,1,725.9,3647
34.8,21.8,23.1,27.7,19.6,8.8,103.46365541576816,55,4,1,517.3,3207
38.4,20.9,21.6,30.0,15.9,8.7,103.46365541576816,55,4,1,508.5,2327
34.5,23.8,27.4,36.2,15.3,8.5,103.46365541576816,55,4,1,694.7,3291
38.3,21.4,23.2,27.2,19.7,8.7,103.46365541576816,55,4,1,689.7,3386
37.8,26.7,20.9,35.6,16.4,9.0,103.46365541576816,55,4,1,558.6,1573
30.8,25.8,23.0,27.5,15.7,8.8,103.46365541576816,55,4,1,708.3,2503
30.7,25.1,29.3,30.3,17.7,8.9,103.46365541576816,55,4,1,611.4,1769
36.4,29.6,28.4,35.7,15.3,8.8,103.46365541576816,55,4,1,545.7,2710
32.1,20.1,20.8,28.3,18.1,6.3,103.46365541576816,65,0,1,519.2,2941
30.8,21.9,23.8,25.3,19.4,5.9,103.46365541576816,65,4,1,581.3,3332
30.0,28.5,23.3,23.3,18.8,5.6,103.46365541576816,65,0,1,621.4,2030
39.3,27.9,26.2,24.2,19.2,5.6,103.46365541576816,65,4,1,711.2,2458
38.8,29.2,24.8,20.5,16.4,6.2,103.46365541576816,65,0,1,775.1,2840
32.7,21.2,22.9,24.6,19.5,6.8,103.46365541576816,65,4,1,671.4,3874
34.6,22.3,28.9,25.3,17.5,5.9,103.46365541576816,65,0,1,639.1,2577
30.2,20.9,21.1,25.5,19.8,6.4,103.46365541576816,65,4,1,668.1,1831
33.2,21.0,21.1,24.0,15.9,6.2,103.46365541576816,65,0,1,533.5,2531
39.7,28.1,21.9,21.8,19.5,6.3,103.46365541576816,65,4,1,653.0,3615
36.9,21.6,29.9,26.9,19.0,6.5,103.46365541576816,65,0,1,635.3,3381
36.5,26.9,26.5,23.6,17.4,6.4,103.46365541576816,65,4,1,609.2,3721
36.8,27.1,25.5,20.1,16.5,6.9,103.46365541576816,65,0,1,804.7,2492
31.6,20.6,21.8,20.6,18.2,6.0,103.46365541576816,65,4,1,650.1,3843
37.2,21.0,20.8,24.9,19.9,6.2,103.46365541576816,65,0,1,868.6,1664
37.5,27.3,24.6,21.0,16.3,6.5,103.46365541576816,65,4,1,765.1,2540
35.9,29.9,24.7,26.6,15.7,5.7,103.46365541576816,65,0,1,551.1,2701
37.4,21.7,26.5,21.7,18.3,6.7,103.46365541576816,65,4,1,851.3,2031
31.7,23.9,28.8,27.9,15.4,6.3,103.46365541576816,65,0,1,866.4,1634
31.2,24.0,29.9,28.7,16.0,6.8,103.46365541576816,65,4,1,511.2,3856
38.3,25.4,21.2,27.6,16.0,6.5,103.46365541576816,65,0,1,754.1,2271
31.4,28.5,29.5,26.5,18.0,6.8,103.46365541576816,65,4,1,826.7,2915
34.0,27.5,24.7,21.1,17.1,5.6,103.46365541576816,65,0,1,819.6,2212
33.3,28.2,24.9,23.6,18.6,6.5,103.46365541576816,65,4,1,811.7,3976
39.8,26.1,22.9,26.6,17.4,5.5,103.46365541576816,65,0,1,648.9,3778
32.7,28.1,24.8,25.0,19.2,5.6,103.46365541576816,65,4,1,674.8,3463
36.3,24.4,23.9,24.2,18.5,6.4,103.46365541576816,65,0,1,815.0,2590
39.8,22.0,27.9,22.9,15.9,6.6,103.46365541576816,65,4,1,850.0,2132
34.3,22.1,27.2,20.9,15.4,6.0,103.46365541576816,65,0,1,546.8,3804
32.8,25.7,22.1,21.1,15.1,5.6,103.46365541576816,65,4,1,636.9,2704
33.9,27.9,21.7,28.1,19.8,6.5,103.46365541576816,65,0,1,869.9,3099
32.0,24.9,24.9,26.7,16.0,6.8,103.46365541576816,65,4,1,644.2,1730
30.9,29.1,27.4,22.9,17.8,5.7,103.46365541576816,65,0,1,862.2,3397
37.5,25.9,26.9,28.4,17.8,5.8,103.46365541576816,65,4,1,609.4,3585
30.1,27.6,20.1,25.6,17.3,5.7,103.46365541576816,65,0,1,555.2,1649
36.8,26.3,27.2,28.2,19.5,6.6,103.46365541576816,65,4,1,855.7,2343
38.0,26.9,21.8,26.4,15.8,6.9,103.46365541576816,65,0,1,501.0,2246
38.0,27.7,28.7,26.6,15.2,6.7,103.46365541576816,65,4,1,851.5,1642
32.3,23.5,28.7,27.0,17.1,5.5,103.46365541576816,65,0,1,817.2,2394
33.1,29.4,29.9,26.4,19.2,6.6,103.46365541576816,65,4,1,531.5,3824
30.6,26.1,20.8,27.9,16.8,6.2,103.46365541576816,65,0,1,666.7,2168
34.0,29.4,26.8,26.2,19.1,6.3,103.46365541576816,65,4,1,573.2,2066
35.5,24.5,28.5,23.8,19.5,7.0,103.46365541576816,65,0,1,634.6,3675
30.3,21.2,24.3,26.2,15.9,6.4,103.46365541576816,65,4,1,610.8,3009
31.0,29.2,20.2,23.2,18.4,5.8,103.46365541576816,65,0,1,888.3,2846
38.3,21.3,28.1,25.2,16.2,6.0,103.46365541576816,65,4,1,577.1,1699
34.8,26.0,24.0,21.3,17.1,6.8,103.46365541576816,65,0,1,552.8,3253
31.3,29.4,21.1,24.8,15.1,6.0,103.46365541576816,65,4,1,521.0,3637
34.0,28.7,23.7,24.0,17.1,7.0,103.46365541576816,65,0,1,685.1,2293
39.9,26.1,23.2,28.6,17.2,6.3,103.46365541576816,65,4,1,631.5,1524
36.2,24.3,23.2,24.9,15.5,7.0,103.46365541576816,65,0,1,813.9,2736
37.3,28.2,29.9,23.2,16.4,6.8,103.46365541576816,65,4,1,718.8,3137
34.7,28.5,23.6,27.7,15.8,6.0,103.46365541576816,65,0,1,527.3,1996
34.1,29.9,24.8,22.3,15.7,5.8,103.46365541576816,65,4,1,828.0,3992
33.3,29.5,26.8,22.9,15.8,6.2,103.46365541576816,65,0,1,697.7,2002
35.2,21.4,20.2,23.5,15.6,5.6,103.46365541576816,65,4,1,710.6,3684
33.9,28.5,25.7,23.8,17.3,5.9,103.46365541576816,65,0,1,741.2,3572
39.7,26.4,26.2,24.9,16.9,5.6,103.46365541576816,65,4,1,877.6,2378
31.5,23.2,29.1,21.5,15.0,5.6,103.46365541576816,65,0,1,650.0,1947
36.8,24.3,24.9,25.7,15.4,5.7,103.46365541576816,65,4,1,738.7,2204
30.9,22.2,28.3,22.6,15.7,5.7,103.46365541576816,65,0,1,779.6,3325
33.3,25.7,24.8,21.8,19.7,6.9,103.46365541576816,65,4,1,553.1,3488
35.9,29.8,28.2,21.4,15.6,6.0,103.46365541576816,65,0,1,801.9,2467
36.5,25.2,29.8,21.7,16.2,6.8,103.46365541576816,65,4,1,725.3,3968
33.0,21.3,22.2,24.6,19.9,6.1,103.46365541576816,65,0,1,746.9,3168
37.3,28.2,27.6,22.4,15.4,6.2,103.46365541576816,65,4,1,647.2,2707
38.9,21.6,21.0,28.4,18.8,7.0,103.46365541576816,65,0,1,575.9,2149
36.5,28.8,27.5,21.8,17.7,6.4,103.46365541576816,65,4,1,853.4,1527
37.2,23.2,27.5,21.1,19.8,6.1,103.46365541576816,65,0,1,732.0,2409
36.1,21.8,23.7,20.1,17.7,6.4,103.46365541576816,65,4,1,721.3,3369
34.3,22.0,26.9,23.2,19.2,5.8,103.46365541576816,65,0,1,848.9,2785
37.0,23.2,27.3,28.6,15.9,6.6,103.46365541576816,65,4,1,648.9,3759
30.4,26.6,28.6,20.5,19.4,6.5,103.46365541576816,65,0,1,740.4,2315
38.2,27.2,23.7,25.5,17.6,6.8,103.46365541576816,65,4,1,505.6,3550
36.0,25.2,25.1,25.0,18.5,6.5,103.46365541576816,65,0,1,634.7,1797
39.2,22.2,27.7,20.1,18.2,5.5,103.46365541576816,65,4,1,673.6,3849
36.1,25.5,27.8,25.0,16.3,6.7,103.46365541576816,65,0,1,869.7,2192
34.3,25.9,27.9,20.6,15.6,5.8,103.46365541576816,65,4,1,855.5,2457
32.1,21.8,29.9,22.5,15.1,6.3,103.46365541576816,65,0,1,510.3,3348
38.7,28.4,25.5,22.5,15.6,6.5,103.46365541576816,65,4,1,669.1,1778
39.9,25.8,23.4,24.1,19.1,5.5,103.46365541576816,65,0,1,535.5,2659
35.9,21.0,21.5,24.5,17.9,5.7,103.46365541576816,65,4,1,633.6,2263
30.1,20.7,22.2,24.6,18.2,6.6,103.46365541576816,65,0,1,521.0,2713
33.0,27.1,24.6,23.8,17.2,6.4,103.46365541576816,65,4,1,713.0,2307
39.7,22.6,25.3,20.7,18.7,6.3,103.46365541576816,65,0,1,848.2,1582
34.9,22.6,23.2,23.1,15.2,6.1,103.46365541576816,65,4,1,529.7,2207
37.2,27.7,21.9,20.9,15.6,5.7,103.46365541576816,65,0,1,849.7,3611
35.1,20.6,26.0,28.3,16.2,6.3,103.46365541576816,65,4,1,788.9,3428
30.0,24.9,20.5,24.3,16.2,7.0,103.46365541576816,65,0,1,603.8,3941
37.1,24.0,21.4,25.1,17.4,5.8,103.46365541576816,65,4,1,771.0,1626
34.0,25.5,22.9,28.2,18.4,5.7,103.46365541576816,65,0,1,669.5,3182
30.5,24.0,28.5,25.2,18.7,6.4,103.46365541576816,65,4,1,550.7,1801
39.3,29.1,24.0,20.7,15.6,6.6,103.46365541576816,65,0,1,880.7,3281
34.8,21.8,28.4,23.4,19.8,5.7,103.46365541576816,65,4,1,825.7,3387
33.6,27.4,22.2,28.5,17.8,6.3,103.46365541576816,65,0,1,835.8,2277
33.1,27.2,23.7,22.9,18.6,6.4,103.46365541576816,65,4,1,763.1,3017
36.2,20.5,24.1,20.1,17.7,5.8,103.46365541576816,65,0,1,658.7,1829
31.3,22.8,23.3,27.4,15.8,6.9,103.46365541576816,65,4,1,846.0,2370
39.7,22.7,29.8,28.9,15.5,6.4,103.46365541576816,65,0,1,789.9,2082
39.1,24.2,23.7,23.1,17.5,6.9,103.46365541576816,65,4,1,758.9,2201
34.4,26.3,24.0,24.0,15.9,5.9,103.46365541576816,65,0,1,613.1,1758
30.4,24.2,25.7,21.6,18.8,5.6,103.46365541576816,65,4,1,839.0,2607
33.1,23.0,26.2,26.8,15.0,6.0,103.46365541576816,65,0,1,575.8,2485
34.0,29.1,26.9,24.1,18.0,6.1,103.46365541576816,65,4,1,579.6,1634
35.0,24.2,29.1,23.3,17.5,6.7,103.46365541576816,65,0,1,642.7,1664
37.2,27.3,21.5,25.3,15.1,5.5,103.46365541576816,65,4,1,750.4,3688
30.7,26.9,21.1,28.4,16.9,6.5,103.46365541576816,65,0,1,614.0,3769
37.9,26.5,24.9,23.3,15.5,5.7,103.46365541576816,65,4,1,866.2,2814
39.2,20.8,29.7,25.0,17.1,6.9,103.46365541576816,65,0,1,664.2,2006
34.7,21.5,26.7,29.0,16.4,5.6,103.46365541576816,65,4,1,566.3,2128
31.7,29.7,28.1,23.3,19.7,5.8,103.46365541576816,65,0,1,898.6,3222
32.4,21.3,20.5,23.9,16.2,6.4,103.46365541576816,65,4,1,613.5,2811
34.1,24.8,26.5,23.9,16.9,5.7,103.46365541576816,65,0,1,740.1,2535
38.4,25.8,23.0,21.2,16.2,6.2,103.46365541576816,65,4,1,544.1,3298
37.7,22.1,21.5,23.0,16.2,7.0,103.46365541576816,65,0,1,518.3,3312
30.7,29.9,21.5,24.2,15.4,6.4,103.46365541576816,65,4,1,633.2,2839
33.0,24.1,27.8,28.1,16.6,6.4,103.46365541576816,65,0,1,549.7,2513
36.1,24.4,24.8,26.7,17.8,6.3,103.46365541576816,65,4,1,613.3,3336
36.3,28.9,28.2,20.3,16.4,5.7,103.46365541576816,65,0,1,700.1,1550
35.5,25.1,29.1,24.5,17.0,6.8,103.46365541576816,65,4,1,513.3,1735
30.1,21.5,20.1,20.5,17.5,6.1,103.46365541576816,65,0,1,574.4,1939
34.0,21.3,23.5,26.8,16.8,6.3,103.46365541576816,65,4,1,888.6,3178
38.6,22.2,27.2,26.6,15.7,5.5,103.46365541576816,65,0,1,835.4,2609
39.4,27.1,20.5,26.5,19.9,6.0,103.46365541576816,65,4,1,849.4,1713
30.0,29.8,20.9,20.7,17.4,6.8,103.46365541576816,65,0,1,742.5,2377
35.4,25.1,21.5,28.7,16.0,6.7,103.46365541576816,65,4,1,673.0,3148
31.3,21.6,26.0,24.0,19.5,6.8,103.46365541576816,65,0,1,776.6,1566
36.4,29.3,26.7,22.0,17.1,6.0,103.46365541576816,65,4,1,577.7,3598
35.4,26.8,28.8,28.7,17.0,6.7,103.46365541576816,65,0,1,870.7,2549
34.6,24.9,22.7,26.1,15.4,6.0,103.46365541576816,65,4,1,844.8,2475
35.7,22.7,29.3,22.6,15.1,5.8,103.46365541576816,65,0,1,592.0,2469
36.0,23.7,28.2,26.0,15.9,7.0,103.46365541576816,65,4,1,828.1,2263
36.4,28.1,26.1,28.6,19.1,6.7,103.46365541576816,65,0,1,622.2,1649
39.0,26.9,26.2,20.4,15.7,6.0,103.46365541576816,65,4,1,728.9,3923
34.0,23.0,21.5,26.3,18.0,6.5,103.46365541576816,65,0,1,765.9,2927
30.8,22.3,20.4,20.6,15.4,6.1,103.46365541576816,65,4,1,655.9,1803
38.0,23.1,25.7,24.3,19.6,6.6,103.46365541576816,65,0,1,580.1,2086
30.8,27.1,24.4,22.3,17.0,6.3,103.46365541576816,65,4,1,885.7,2306
36.6,22.8,26.6,24.3,16.0,6.4,103.46365541576816,65,0,1,602.5,1946
34.3,20.9,24.7,23.5,18.0,6.4,103.46365541576816,65,4,1,661.2,2716
30.2,27.9,21.9,21.9,17.1,6.6,103.46365541576816,65,0,1,854.4,2214
36.9,22.4,27.3,28.7,16.3,6.4,103.46365541576816,65,4,1,692.0,3248
30.7,20.5,24.9,22.4,15.7,6.8,103.46365541576816,65,0,1,522.5,2268
31.6,26.4,20.5,23.9,19.9,5.8,103.46365541576816,65,4,1,682.3,3013
33.6,29.0,26.1,21.2,16.2,6.0,103.46365541576816,65,0,1,594.5,1819
38.1,23.0,24.3,22.6,18.4,6.0,103.46365541576816,65,4,1,538.1,3921
34.2,27.5,23.6,24.7,15.6,5.7,103.46365541576816,65,0,1,789.3,3564
36.2,28.4,22.7,20.0,17.2,6.6,103.46365541576816,65,4,1,841.0,2747
37.0,20.2,20.6,21.3,19.6,6.4,103.46365541576816,65,0,1,823.5,2016
31.0,26.6,27.3,22.4,15.1,5.6,103.46365541576816,65,4,1,507.3,3558
34.7,27.4,21.7,25.9,15.5,5.6,103.46365541576816,65,0,1,792.1,3822
30.2,24.7,21.7,26.8,19.3,5.9,103.46365541576816,65,4,1,761.0,2209
37.0,29.1,25.9,25.8,19.3,6.9,103.46365541576816,65,0,1,807.2,2705
35.1,21.3,21.0,23.9,16.3,6.1,103.46365541576816,65,4,1,636.7,1526
31.2,25.6,27.2,20.5,19.5,6.7,103.46365541576816,65,0,1,760.3,2164
38.6,22.0,22.5,26.4,18.3,5.5,103.46365541576816,65,4,1,503.2,3993
31.3,27.3,20.8,24.2,18.5,6.5,103.46365541576816,65,0,1,810.8,3729
36.5,27.6,29.6,22.4,16.2,6.3,103.46365541576816,65,4,1,575.2,3940
35.7,21.2,24.1,28.8,18.5,5.9,103.46365541576816,65,0,1,818.6,3472
30.2,27.3,25.6,23.1,16.1,6.3,103.46365541576816,65,4,1,830.2,2651
33.3,24.7,23.7,28.1,19.0,6.6,103.46365541576816,65,0,1,801.6,1715
30.1,20.7,22.8,26.9,19.6,6.3,103.46365541576816,65,4,1,537.1,3904
34.1,23.9,21.2,23.9,18.8,6.9,103.46365541576816,65,0,1,751.3,3904
37.6,20.6,20.7,23.0,19.1,6.7,103.46365541576816,65,4,1,705.5,2548
34.2,21.6,25.5,20.7,16.2,6.1,103.46365541576816,65,0,1,766.0,3564
30.7,28.0,28.3,22.9,17.3,6.8,103.46365541576816,65,4,1,663.2,3192
32.4,26.3,21.4,20.1,16.7,6.8,103.46365541576816,65,0,1,579.0,3688
38.8,25.9,26.2,20.5,16.8,5.6,103.46365541576816,65,4,1,594.0,3482
30.3,29.5,27.4,23.9,18.6,6.1,103.46365541576816,65,0,1,881.8,3822
36.5,29.2,29.7,24.6,18.9,6.1,103.46365541576816,65,4,1,570.3,2649
30.1,25.5,22.0,26.9,19.5,6.2,103.46365541576816,65,0,1,563.0,3604
35.4,29.5,27.6,28.4,16.6,6.5,103.46365541576816,65,4,1,731.5,3094
35.7,22.2,27.0,21.6,19.5,6.6,103.46365541576816,65,0,1,539.4,2947
38.7,24.7,26.2,23.3,17.2,6.8,103.46365541576816,65,4,1,523.3,3229
35.9,20.5,29.9,20.0,18.2,5.9,103.46365541576816,65,0,1,535.9,2533
37.9,27.3,27.6,27.0,17.2,6.7,103.46365541576816,65,4,1,710.9,3705
35.4,20.5,24.9,23.1,15.6,5.9,103.46365541576816,65,0,1,665.6,2579
31.7,22.6,28.2,24.6,16.1,6.9,103.46365541576816,65,4,1,546.1,2363
34.6,26.9,24.0,24.5,17.3,6.3,103.46365541576816,65,0,1,866.0,3781
35.7,22.2,20.5,22.6,15.1,5.7,103.46365541576816,65,4,1,777.6,1698
37.8,20.7,26.2,26.0,17.9,6.4,103.46365541576816,65,0,1,715.7,3945
30.4,29.0,22.8,23.2,17.7,6.4,103.46365541576816,65,4,1,799.4,3244
32.1,28.2,24.4,26.8,16.9,6.6,103.46365541576816,65,0,1,740.2,3892
32.3,27.3,20.4,26.0,16.9,6.4,103.46365541576816,65,4,1,836.6,2054
39.1,22.5,20.4,26.2,16.3,5.8,103.46365541576816,65,0,1,787.9,1572
39.1,28.1,28.1,21.7,18.2,5.9,103.46365541576816,65,4,1,762.7,1946
38.0,21.7,21.9,27.7,16.9,6.9,103.46365541576816,65,0,1,665.1,3687
32.9,20.3,20.2,20.2,17.3,6.3,103.46365541576816,65,4,1,588.5,3645
34.6,23.8,25.6,23.0,18.9,6.5,103.46365541576816,65,0,1,670.2,2324
37.5,21.7,24.1,21.2,17.0,6.8,103.46365541576816,65,4,1,579.8,3161
34.4,28.6,20.5,24.7,16.4,5.7,103.46365541576816,65,0,1,870.0,2591
36.8,28.1,28.4,24.0,16.5,5.6,103.46365541576816,65,4,1,751.7,3300
37.6,27.4,26.3,28.5,15.5,6.8,103.46365541576816,65,0,1,843.6,2633
37.4,20.1,29.6,23.2,16.9,5.6,103.46365541576816,65,4,1,834.0,3271
39.5,22.1,23.2,25.2,16.3,6.4,103.46365541576816,65,0,1,569.5,2050
37.4,28.1,26.9,23.8,15.4,6.7,103.46365541576816,65,4,1,713.1,3630
38.9,27.2,26.2,24.2,17.7,5.5,103.46365541576816,65,0,1,579.0,1741
33.8,23.7,29.9,20.8,17.3,6.5,103.46365541576816,65,4,1,814.3,3673
30.5,20.2,24.9,23.1,18.3,5.9,103.46365541576816,65,0,1,507.5,1629
37.0,25.2,27.0,28.4,17.9,5.8,103.46365541576816,65,4,1,523.8,3240
35.5,26.9,21.0,21.2,17.0,5.6,103.46365541576816,65,0,1,711.5,3980
31.4,23.8,25.7,20.7,18.3,6.9,103.46365541576816,65,4,1,886.3,2247
30.4,27.9,26.4,22.7,16.8,6.4,103.46365541576816,65,0,1,786.6,2129
35.3,22.9,25.8,24.9,16.8,5.8,103.46365541576816,65,4,1,834.6,3438
38.8,24.3,28.7,24.8,18.1,7.0,103.46365541576816,65,0,1,619.3,2302
35.4,22.4,23.7,24.7,18.4,6.9,103.46365541576816,65,4,1,624.8,2081
37.4,29.7,21.7,28.6,17.2,6.2,103.46365541576816,65,0,1,732.9,1980
36.5,22.8,22.0,27.4,19.3,5.7,103.46365541576816,65,4,1,510.3,1797
30.9,28.5,23.2,26.3,18.5,6.8,103.46365541576816,65,0,1,565.9,3862
34.2,20.9,25.4,21.0,15.0,6.6,103.46365541576816,65,4,1,697.6,3963
30.7,21.3,26.1,26.8,17.9,6.6,103.46365541576816,65,0,1,742.4,2043
31.1,28.6,25.9,28.3,18.1,6.9,103.46365541576816,65,4,1,747.2,2353
38.1,22.4,21.8,28.4,16.6,6.8,103.46365541576816,65,0,1,784.7,3679
38.5,26.0,25.8,26.5,15.1,5.6,103.46365541576816,65,4,1,543.6,2309
30.5,25.5,26.3,23.3,15.0,6.1,103.46365541576816,65,0,1,614.0,1708
31.7,22.8,23.9,21.5,19.4,5.7,103.46365541576816,65,4,1,663.3,2749
32.1,22.2,24.0,27.1,18.0,5.8,103.46365541576816,65,0,1,572.6,2046
33.2,27.1,27.2,23.7,19.1,6.3,103.46365541576816,65,4,1,632.8,2702
36.2,22.2,29.3,28.9,20.0,6.6,103.46365541576816,65,0,1,828.0,3218
33.6,28.7,25.3,26.6,17.1,5.6,103.46365541576816,65,4,1,814.1,2751
38.3,28.1,21.1,20.6,15.5,6.0,103.46365541576816,65,0,1,597.0,2130
35.2,25.9,21.3,27.2,16.8,6.8,103.46365541576816,65,4,1,827.4,1668
37.9,22.1,30.0,21.8,18.8,6.5,103.46365541576816,65,0,1,724.4,3858
38.7,27.7,23.0,21.4,15.8,6.0,103.46365541576816,65,4,1,868.4,2812
37.9,29.7,28.2,26.6,17.0,5.9,103.46365541576816,65,0,1,772.7,2310
32.1,28.3,29.2,21.1,16.4,6.0,103.46365541576816,65,4,1,552.0,2340
37.1,27.0,29.0,21.4,15.5,5.8,103.46365541576816,65,0,1,703.4,2073
32.0,29.3,28.9,20.4,18.9,6.4,103.46365541576816,65,4,1,511.0,2420
37.2,24.6,21.7,26.6,19.4,6.1,103.46365541576816,65,0,1,881.7,3669
31.8,25.9,25.1,22.6,16.6,6.0,103.46365541576816,65,4,1,564.5,3047
31.3,29.2,29.6,23.6,18.3,6.3,103.46365541576816,65,0,1,889.7,3445
33.2,21.4,22.2,26.1,16.5,6.4,103.46365541576816,65,4,1,714.7,3362
31.9,20.7,20.5,28.7,15.6,5.7,103.46365541576816,65,0,1,813.3,3861
39.5,20.7,28.0,21.9,19.3,6.6,103.46365541576816,65,4,1,512.0,1798
35.8,25.5,25.7,27.8,18.5,6.7,103.46365541576816,65,0,1,677.7,1697
39.3,22.9,25.9,23.0,19.9,5.7,103.46365541576816,65,4,1,582.2,2537
34.7,29.5,20.4,28.3,19.2,6.8,103.46365541576816,65,0,1,699.7,1841
35.6,21.2,26.7,28.5,17.7,6.6,103.46365541576816,65,4,1,697.1,1714
38.3,27.0,28.2,25.6,18.9,5.7,103.46365541576816,65,0,1,631.8,2375
37.0,28.3,25.4,20.9,19.9,6.6,103.46365541576816,65,4,1,777.5,3151
34.8,20.6,24.5,20.4,16.2,6.0,103.46365541576816,65,0,1,773.7,2443
31.6,29.7,22.0,27.6,19.5,6.9,103.46365541576816,65,4,1,504.1,1523
35.6,22.0,29.3,21.8,18.1,6.5,103.46365541576816,65,0,1,771.5,3217
34.6,20.2,25.5,21.2,17.2,5.8,103.46365541576816,65,4,1,828.8,3606
33.0,29.6,25.5,25.3,19.0,6.3,103.46365541576816,65,0,1,809.4,3386
34.4,27.7,22.4,28.1,18.9,6.5,103.46365541576816,65,4,1,880.7,2491
33.4,20.9,23.0,22.7,18.7,5.7,103.46365541576816,65,0,1,806.0,3969
38.4,20.6,28.1,22.4,15.4,6.2,103.46365541576816,65,4,1,625.2,2269
36.2,27.3,29.1,27.9,18.4,5.9,103.46365541576816,65,0,1,743.8,3494
38.0,21.1,21.7,24.3,16.2,7.0,103.46365541576816,65,4,1,815.6,3263
33.2,23.2,22.0,26.1,17.7,5.5,103.46365541576816,65,0,1,564.2,2325
39.5,23.2,22.8,22.2,16.1,5.7,103.46365541576816,65,4,1,663.3,1855
33.5,23.1,27.2,23.2,18.1,6.6,103.46365541576816,65,0,1,647.6,1655
39.8,24.5,23.8,25.1,19.9,6.8,103.46365541576816,65,4,1,667.1,2439
34.2,24.1,27.5,20.4,17.9,5.8,103.46365541576816,65,0,1,780.4,3760
38.2,22.0,27.9,21.3,18.9,5.7,103.46365541576816,65,4,1,563.7,2226
30.6,29.2,23.2,26.1,18.0,6.1,103.46365541576816,65,0,1,529.5,1905
31.9,22.0,28.7,24.2,18.0,5.6,103.46365541576816,65,4,1,618.2,3878
